Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp,Clicked on Ad
85.35,37,64235.51,161.42,Exclusive multi-state Internet solution,Claytonside,Male,Ecuador,2/17/2016 11:15,No
56.78,28,39939.39,124.32,Mandatory empowering focus group,Melanieton,Female,Senegal,6/19/2016 23:04,Yes
78.67,26,63319.99,195.56,Proactive 5thgeneration frame,Lake Michaelport,Female,Cambodia,2/20/2016 9:54,No
70.09,21,54725.87,211.17,Automated full-range Internet solution,East Benjaminville,Female,Belarus,1/22/2016 12:58,No
60.75,42,69775.75,247.05,Fully-configurable systemic productivity,Garrettborough,Male,Guyana,2/19/2016 13:26,No
65.07,24,57545.56,233.85,Multi-lateral multi-state encryption,Port Raymondfort,Female,Mali,01/03/2016 07:13,No
35.25,50,47051.02,194.44,Intuitive global website,Waltertown,Female,Iran,01/03/2016 04:39,Yes
37.58,52,51600.47,176.7,Exclusive disintermediate Internet solution,Cameronberg,Male,Bulgaria,4/13/2016 13:04,Yes
68.01,25,68357.96,188.32,Ameliorated actuating workforce,Kaylashire,Male,Afghanistan,01/01/2016 03:35,No
45.08,38,35349.26,125.27,Synergized clear-thinking protocol,Fosterside,Female,Liberia,3/27/2016 8:32,Yes
63.04,27,69784.85,159.05,Triple-buffered multi-state complexity,Davidstad,Female,Netherlands Antilles,07/10/2016 16:25,Yes
40.18,29,50760.23,151.96,Enhanced intangible portal,Lake Tracy,Female,Hong Kong,6/25/2016 4:21,Yes
45.17,48,34418.09,132.07,Down-sized background groupware,Taylormouth,Male,Palau,1/27/2016 14:41,Yes
50.48,50,20592.99,162.43,Switchable real-time product,Dianaville,Female,Malawi,5/16/2016 18:51,Yes
80.87,28,63528.8,203.3,Ameliorated local workforce,Collinsburgh,Female,Uruguay,2/27/2016 20:20,No
41.88,40,44217.68,126.11,Streamlined exuding adapter,Port Rachel,Male,Cyprus,2/28/2016 23:54,Yes
39.87,48,47929.83,139.34,Business-focused user-facing benchmark,South Rebecca,Male,Mexico,6/13/2016 6:11,Yes
61.84,45,46024.29,105.63,Reactive bi-directional standardization,Port Joshuafort,Male,Niger,05/05/2016 11:07,Yes
54.97,31,NA,116.38,Virtual bifurcated portal,Robinsontown,Male,France,07/07/2016 12:17,Yes
71.4,30,72188.9,166.31,Integrated 3rdgeneration monitoring,Beckton,Female,Japan,5/24/2016 17:07,No
70.29,31,56974.51,254.65,Balanced responsive open system,New Frankshire,Male,Norfolk Island,3/30/2016 14:36,No
67.26,57,25682.65,168.41,Focused incremental Graphic Interface,North Derekville,Male,Bulgaria,5/27/2016 5:54,Yes
76.58,46,41884.64,258.26,Secured 24hour policy,West Sydney,Female,Uzbekistan,01/03/2016 16:30,No
54.37,38,72196.29,140.77,Up-sized asymmetric firmware,Lake Matthew,Female,Mexico,6/25/2016 18:17,Yes
82.79,32,54429.17,234.81,Distributed fault-tolerant service-desk,Lake Zacharyfurt,Male,Brunei Darussalam,2/24/2016 10:36,No
66.47,31,58037.66,256.39,Vision-oriented human-resource synergy,Lindsaymouth,Male,France,03/03/2016 03:13,No
72.88,44,64011.26,125.12,Customer-focused explicit challenge,Sarahland,Female,Yemen,4/21/2016 19:56,Yes
76.44,28,59967.19,232.68,Synchronized human-resource moderator,Port Julie,Male,Northern Mariana Islands,04/06/2016 17:26,No
63.37,43,43155.19,105.04,Open-architected full-range projection,Michaelshire,Male,Poland,3/23/2016 12:53,Yes
89.71,48,51501.38,204.4,Versatile local forecast,Sarafurt,Male,Bahrain,2/17/2016 7:00,No
70.96,31,55187.85,256.4,Ameliorated user-facing help-desk,South Denise,Female,Saint Pierre and Miquelon,6/26/2016 7:01,No
35.79,44,33813.08,165.62,Enterprise-wide tangible model,North Katie,Male,Tonga,4/20/2016 13:36,Yes
38.96,38,36497.22,NA,Versatile mission-critical application,Mauricefurt,Male,Comoros,7/21/2016 16:02,Yes
69.17,40,66193.81,123.62,Extended leadingedge solution,New Patrick,Female,Montenegro,03/06/2016 11:36,Yes
64.2,27,66200.96,227.63,Phased zero tolerance extranet,Edwardsmouth,Male,Isle of Man,02/11/2016 23:45,No
43.7,28,63126.96,173.01,Front-line bifurcated ability,Nicholasland,Female,NA,04/04/2016 03:57,Yes
72.97,30,71384.57,208.58,Fundamental modular algorithm,Duffystad,Male,Lebanon,02/11/2016 21:49,Yes
51.3,45,67782.17,134.42,Grass-roots cohesive monitoring,New Darlene,Male,Bosnia and Herzegovina,4/22/2016 2:07,Yes
NA,51,42415.72,120.37,Expanded intangible solution,South Jessica,Male,Mongolia,02/01/2016 17:24,Yes
55.55,19,41920.79,187.95,Proactive bandwidth-monitored policy,West Steven,Female,Guatemala,3/24/2016 2:35,No
45.01,26,29875.8,178.35,Virtual 5thgeneration emulation,Ronniemouth,Female,Brazil,06/03/2016 21:43,Yes
